optimize_name,qubit,p_t,input_gates,seed,depth_bef,all_gates,one-qubit_gates,two-qubit gates,t,H,otherRZ,CNOT,CZ,depth_aft,time
clifford_look,4,0.0,5000,1000,2622,25,13,12,0,4,9,9,3,17,0.6525020599365234
clifford_look,4,0.0,5000,1001,2615,21,13,8,0,6,7,6,2,11,0.5035257339477539
clifford_look,4,0.0,5000,1002,2583,18,12,6,0,3,9,4,2,10,0.48565173149108887
clifford_look,4,0.04,5000,1000,2576,658,353,305,161,153,39,261,44,480,7.424618244171143
clifford_look,4,0.04,5000,1001,2567,688,383,305,176,168,39,250,55,484,8.776028871536255
clifford_look,4,0.04,5000,1002,2539,658,350,308,164,155,31,258,50,463,4.3020336627960205
clifford_look,4,0.08,5000,1000,2532,1127,616,511,288,266,62,443,68,819,8.472525835037231
clifford_look,4,0.08,5000,1001,2533,1196,638,558,307,286,45,466,92,841,7.977015733718872
clifford_look,4,0.08,5000,1002,2496,1195,656,539,315,289,52,460,79,834,6.83624792098999
clifford_look,4,0.12,5000,1000,2495,1379,747,632,364,331,52,508,124,959,8.589940786361694
clifford_look,4,0.12,5000,1001,2484,1440,786,654,380,349,57,555,99,1009,7.92663836479187
clifford_look,4,0.12,5000,1002,2454,1502,814,688,390,359,65,586,102,1053,9.413532018661499
clifford_look,4,0.16,5000,1000,2443,1551,862,689,426,371,65,602,87,1073,11.215698003768921
clifford_look,4,0.16,5000,1001,2442,1721,941,780,465,405,71,653,127,1164,7.126911640167236
clifford_look,4,0.16,5000,1002,2411,1690,932,758,464,397,71,643,115,1167,11.16293716430664
clifford_look,4,0.2,5000,1000,2409,1697,942,755,476,413,53,615,140,1153,7.090381860733032
clifford_look,4,0.2,5000,1001,2380,1693,956,737,471,411,74,624,113,1144,7.164201736450195
clifford_look,4,0.2,5000,1002,2385,1802,991,811,500,427,64,679,132,1220,11.208094120025635
clifford_look,4,0.24,5000,1000,2379,1792,993,799,499,417,77,651,148,1222,8.278801918029785
clifford_look,4,0.24,5000,1001,2345,1772,989,783,499,412,78,654,129,1201,9.164502143859863
clifford_look,4,0.24,5000,1002,2345,1859,1033,826,521,442,70,703,123,1279,9.235831022262573
clifford_look,4,0.28,5000,1000,2307,1820,1044,776,530,438,76,629,147,1224,6.843743801116943
clifford_look,4,0.28,5000,1001,2309,1807,995,812,513,429,53,655,157,1244,7.633756399154663
clifford_look,4,0.28,5000,1002,2324,1934,1097,837,549,453,95,671,166,1300,10.681384563446045
clifford_look,4,0.32,5000,1000,2265,1929,1099,830,569,469,61,691,139,1281,5.814865827560425
clifford_look,4,0.32,5000,1001,2258,1914,1073,841,560,455,58,684,157,1263,5.0065717697143555
clifford_look,4,0.32,5000,1002,2275,1900,1061,839,543,451,67,707,132,1293,7.530533313751221
clifford_look,4,0.36,5000,1000,2215,1843,1051,792,555,443,53,660,132,1227,8.266366004943848
clifford_look,4,0.36,5000,1001,2207,1885,1076,809,564,452,60,672,137,1254,4.14220929145813
clifford_look,4,0.36,5000,1002,2234,1916,1105,811,565,472,68,660,151,1271,5.886141538619995
clifford_look,4,0.4,5000,1000,2188,1828,1023,805,529,431,63,659,146,1239,9.112483739852905
clifford_look,4,0.4,5000,1001,2174,1897,1098,799,579,457,62,675,124,1262,4.839056968688965
clifford_look,4,0.4,5000,1002,2178,1824,1053,771,548,450,55,617,154,1191,6.2013115882873535
clifford_look,8,0.0,5000,1000,1534,62,27,35,0,12,15,20,15,35,0.6376681327819824
clifford_look,8,0.0,5000,1001,1488,71,36,35,0,14,22,30,5,34,0.6906194686889648
clifford_look,8,0.0,5000,1002,1498,65,27,38,0,14,13,27,11,30,0.6809122562408447
clifford_look,8,0.04,5000,1000,1489,1083,401,682,158,169,74,454,228,717,141.55798888206482
clifford_look,8,0.04,5000,1001,1479,1181,412,769,174,180,58,524,245,793,170.64350414276123
clifford_look,8,0.04,5000,1002,1480,1128,404,724,166,173,65,482,242,719,205.4085500240326
clifford_look,8,0.08,5000,1000,1456,1794,662,1132,285,284,93,797,335,1106,457.1573803424835
clifford_look,8,0.08,5000,1001,1462,1950,718,1232,307,303,108,894,338,1240,543.0174298286438
clifford_look,8,0.08,5000,1002,1443,1820,667,1153,290,287,90,795,358,1150,496.95625162124634
clifford_look,8,0.12,5000,1000,1422,2240,838,1402,352,340,146,989,413,1283,773.6089909076691
clifford_look,8,0.12,5000,1001,1420,2333,870,1463,396,368,106,1067,396,1376,924.3050925731659
clifford_look,8,0.12,5000,1002,1408,2308,826,1482,387,376,63,1107,375,1411,712.964781999588
clifford_look,8,0.16,5000,1000,1391,2536,965,1571,445,406,114,1149,422,1400,667.2561671733856
