optimize_name,data_name,gates,depth,t,H,otherRZ,CNOT,CZ,time
original,q4_gates100_pt0.0_seeds1000,100,58,0,31,29,40,0,0.0003838539123535156
original,q4_gates100_pt0.04_seeds1000,100,58,4,32,25,39,0,0.0004928112030029297
original,q4_gates100_pt0.08_seeds1000,100,55,8,32,24,36,0,0.00012803077697753906
original,q4_gates100_pt0.12_seeds1000,100,55,10,32,22,36,0,0.000152587890625
original,q4_gates100_pt0.16_seeds1000,100,57,14,33,21,32,0,0.00012755393981933594
original,q4_gates100_pt0.2_seeds1000,100,56,17,32,20,31,0,0.000148773193359375
original,q4_gates100_pt0.24_seeds1000,100,56,18,29,21,32,0,0.00013566017150878906
original,q4_gates100_pt0.28_seeds1000,100,53,25,27,19,29,0,0.0001571178436279297
original,q4_gates100_pt0.32_seeds1000,100,50,32,22,18,28,0,0.00015044212341308594
original,q4_gates100_pt0.36_seeds1000,100,49,37,20,18,25,0,0.00017380714416503906
original,q4_gates100_pt0.4_seeds1000,100,49,37,17,22,24,0,0.0001544952392578125
original,q4_gates500_pt0.0_seeds1000,500,268,0,147,161,192,0,0.0007636547088623047
original,q4_gates500_pt0.04_seeds1000,500,259,19,143,155,183,0,0.0007102489471435547
original,q4_gates500_pt0.08_seeds1000,500,255,41,135,154,170,0,0.0006475448608398438
original,q4_gates500_pt0.12_seeds1000,500,251,55,136,144,165,0,0.0006303787231445312
original,q4_gates500_pt0.16_seeds1000,500,246,76,135,135,154,0,0.0010616779327392578
original,q4_gates500_pt0.2_seeds1000,500,239,100,131,127,142,0,0.0006389617919921875
original,q4_gates500_pt0.24_seeds1000,500,237,116,126,119,139,0,0.0006687641143798828
original,q4_gates500_pt0.28_seeds1000,500,227,137,119,113,131,0,0.0006859302520751953
original,q4_gates500_pt0.32_seeds1000,500,224,165,109,103,123,0,0.0007925033569335938
original,q4_gates500_pt0.36_seeds1000,500,219,193,97,99,111,0,0.0007739067077636719
original,q4_gates500_pt0.4_seeds1000,500,217,213,89,94,104,0,0.0007331371307373047
original,q4_gates1000_pt0.0_seeds1000,1000,521,0,322,317,361,0,0.0011115074157714844
original,q4_gates1000_pt0.04_seeds1000,1000,513,38,306,306,350,0,0.0013115406036376953
original,q4_gates1000_pt0.08_seeds1000,1000,506,74,288,304,334,0,0.0011756420135498047
original,q4_gates1000_pt0.12_seeds1000,1000,499,95,284,295,326,0,0.0012364387512207031
original,q4_gates1000_pt0.16_seeds1000,1000,483,146,279,274,301,0,0.001425027847290039
original,q4_gates1000_pt0.2_seeds1000,1000,475,190,263,260,287,0,0.0014901161193847656
original,q4_gates1000_pt0.24_seeds1000,1000,466,225,248,251,276,0,0.019719839096069336
original,q4_gates1000_pt0.28_seeds1000,1000,451,265,234,240,261,0,0.0013203620910644531
original,q4_gates1000_pt0.32_seeds1000,1000,445,327,213,217,243,0,0.0013539791107177734
original,q4_gates1000_pt0.36_seeds1000,1000,425,380,195,209,216,0,0.0014104843139648438
original,q4_gates1000_pt0.4_seeds1000,1000,422,425,177,191,207,0,0.0015654563903808594
original,q4_gates2000_pt0.0_seeds1000,2000,1036,0,643,646,711,0,0.0021805763244628906
original,q4_gates2000_pt0.04_seeds1000,2000,1014,83,611,630,676,0,0.002538442611694336
original,q4_gates2000_pt0.08_seeds1000,2000,994,151,581,617,651,0,0.0024738311767578125
original,q4_gates2000_pt0.12_seeds1000,2000,977,215,557,595,633,0,0.0026726722717285156
original,q4_gates2000_pt0.16_seeds1000,2000,950,315,544,556,585,0,0.0024149417877197266
original,q4_gates2000_pt0.2_seeds1000,2000,938,400,519,529,552,0,0.0025870800018310547
original,q4_gates2000_pt0.24_seeds1000,2000,926,480,495,495,530,0,0.002574920654296875
original,q4_gates2000_pt0.28_seeds1000,2000,897,549,465,481,505,0,0.0030057430267333984
original,q4_gates2000_pt0.32_seeds1000,2000,882,660,431,438,471,0,0.0027403831481933594
original,q4_gates2000_pt0.36_seeds1000,2000,860,747,394,427,432,0,0.003072023391723633
original,q4_gates2000_pt0.4_seeds1000,2000,846,839,368,385,408,0,0.003396749496459961
original,q4_gates5000_pt0.0_seeds1000,5000,2622,0,1633,1645,1722,0,0.006155490875244141
original,q4_gates5000_pt0.04_seeds1000,5000,2576,197,1561,1601,1641,0,0.006209850311279297
original,q4_gates5000_pt0.08_seeds1000,5000,2532,374,1479,1575,1572,0,0.024995088577270508
original,q4_gates5000_pt0.12_seeds1000,5000,2495,540,1419,1521,1520,0,0.0060541629791259766
original,q4_gates5000_pt0.16_seeds1000,5000,2443,754,1373,1441,1432,0,0.006369590759277344
original,q4_gates5000_pt0.2_seeds1000,5000,2409,950,1302,1390,1358,0,0.00670933723449707
original,q4_gates5000_pt0.24_seeds1000,5000,2379,1147,1251,1301,1301,0,0.0070362091064453125
original,q4_gates5000_pt0.28_seeds1000,5000,2307,1366,1182,1233,1219,0,0.006710529327392578
original,q4_gates5000_pt0.32_seeds1000,5000,2265,1611,1120,1125,1144,0,0.007329225540161133
original,q4_gates5000_pt0.36_seeds1000,5000,2215,1813,1044,1070,1073,0,0.006852626800537109
original,q4_gates5000_pt0.4_seeds1000,5000,2188,2023,967,993,1017,0,0.03360629081726074
original,q4_gates10000_pt0.0_seeds1000,10000,5165,0,3316,3332,3352,0,0.012070178985595703
original,q4_gates10000_pt0.04_seeds1000,10000,5091,397,3176,3217,3210,0,0.013030767440795898
original,q4_gates10000_pt0.08_seeds1000,10000,5011,762,3017,3153,3068,0,0.012986898422241211
original,q4_gates10000_pt0.12_seeds1000,10000,4947,1141,2897,3002,2960,0,0.03711867332458496
original,q4_gates10000_pt0.16_seeds1000,10000,4857,1551,2785,2853,2811,0,0.012617111206054688
original,q4_gates10000_pt0.2_seeds1000,10000,4771,1965,2666,2728,2641,0,0.013769865036010742
original,q4_gates10000_pt0.24_seeds1000,10000,4693,2365,2543,2581,2511,0,0.013258934020996094
original,q4_gates10000_pt0.28_seeds1000,10000,4586,2753,2397,2474,2376,0,0.03939008712768555
original,q4_gates10000_pt0.32_seeds1000,10000,4521,3196,2271,2293,2240,0,0.014151334762573242
original,q4_gates10000_pt0.36_seeds1000,10000,4426,3596,2135,2155,2114,0,0.01483464241027832
original,q4_gates10000_pt0.4_seeds1000,10000,4369,3992,1996,1991,2021,0,0.014916419982910156
original,q4_gates50000_pt0.0_seeds1000,50000,25722,0,16626,16741,16633,0,0.10614395141601562
original,q4_gates50000_pt0.04_seeds1000,50000,25387,2003,15915,16062,16020,0,0.09088587760925293
original,q4_gates50000_pt0.08_seeds1000,50000,24989,3978,15187,15445,15390,0,0.09586668014526367
original,q4_gates50000_pt0.12_seeds1000,50000,24580,6036,14511,14747,14706,0,0.1282510757446289
original,q4_gates50000_pt0.16_seeds1000,50000,24168,8012,13879,14076,14033,0,0.10085821151733398
original,q4_gates50000_pt0.2_seeds1000,50000,23747,10113,13144,13426,13317,0,0.09852123260498047
original,q4_gates50000_pt0.24_seeds1000,50000,23346,12131,12520,12727,12622,0,0.10417604446411133
original,q4_gates50000_pt0.28_seeds1000,50000,22885,14169,11864,12016,11951,0,0.12889814376831055
original,q4_gates50000_pt0.32_seeds1000,50000,22488,16150,11257,11285,11308,0,0.10049057006835938
original,q4_gates50000_pt0.36_seeds1000,50000,22071,18190,10558,10593,10659,0,0.09896349906921387
original,q4_gates50000_pt0.4_seeds1000,50000,21632,20193,9948,9874,9985,0,0.13384222984313965
original,q8_gates100_pt0.0_seeds1000,100,31,0,33,28,39,0,0.0017096996307373047
original,q8_gates100_pt0.04_seeds1000,100,29,4,34,24,38,0,0.0001227855682373047
original,q8_gates100_pt0.08_seeds1000,100,28,9,34,21,36,0,0.00011467933654785156
original,q8_gates100_pt0.12_seeds1000,100,28,12,34,18,36,0,0.00010752677917480469
original,q8_gates100_pt0.16_seeds1000,100,28,14,31,20,35,0,0.0001125335693359375
original,q8_gates100_pt0.2_seeds1000,100,28,17,30,19,34,0,0.00011730194091796875
original,q8_gates100_pt0.24_seeds1000,100,28,19,28,19,34,0,0.00012683868408203125
original,q8_gates100_pt0.28_seeds1000,100,27,28,26,17,29,0,0.0001246929168701172
original,q8_gates100_pt0.32_seeds1000,100,27,33,22,17,28,0,0.00012755393981933594
original,q8_gates100_pt0.36_seeds1000,100,27,38,19,18,25,0,0.00013136863708496094
original,q8_gates100_pt0.4_seeds1000,100,27,38,17,21,24,0,0.0001552104949951172
original,q8_gates500_pt0.0_seeds1000,500,154,0,153,161,186,0,0.002313375473022461
original,q8_gates500_pt0.04_seeds1000,500,147,20,152,152,176,0,0.0005664825439453125
original,q8_gates500_pt0.08_seeds1000,500,142,43,144,147,166,0,0.0006389617919921875
original,q8_gates500_pt0.12_seeds1000,500,136,58,147,138,157,0,0.0005919933319091797
original,q8_gates500_pt0.16_seeds1000,500,132,74,143,133,150,0,0.0005955696105957031
original,q8_gates500_pt0.2_seeds1000,500,132,95,137,128,140,0,0.0006361007690429688
original,q8_gates500_pt0.24_seeds1000,500,130,112,130,120,138,0,0.0006444454193115234
original,q8_gates500_pt0.28_seeds1000,500,129,138,122,112,128,0,0.0009832382202148438
original,q8_gates500_pt0.32_seeds1000,500,125,167,112,101,120,0,0.0006768703460693359
original,q8_gates500_pt0.36_seeds1000,500,123,193,98,101,108,0,0.0006823539733886719
original,q8_gates500_pt0.4_seeds1000,500,123,212,90,96,102,0,0.0008821487426757812
original,q8_gates1000_pt0.0_seeds1000,1000,322,0,322,317,361,0,0.001102447509765625
original,q8_gates1000_pt0.04_seeds1000,1000,309,38,308,308,346,0,0.001172780990600586
original,q8_gates1000_pt0.08_seeds1000,1000,299,78,289,303,330,0,0.0011262893676757812
original,q8_gates1000_pt0.12_seeds1000,1000,291,103,289,291,317,0,0.0013020038604736328
original,q8_gates1000_pt0.16_seeds1000,1000,284,148,283,272,297,0,0.0011897087097167969
original,q8_gates1000_pt0.2_seeds1000,1000,276,194,267,260,279,0,0.0012776851654052734
original,q8_gates1000_pt0.24_seeds1000,1000,271,228,255,248,269,0,0.001232147216796875
original,q8_gates1000_pt0.28_seeds1000,1000,269,272,236,239,253,0,0.0014522075653076172
original,q8_gates1000_pt0.32_seeds1000,1000,256,329,216,217,238,0,0.0012929439544677734
original,q8_gates1000_pt0.36_seeds1000,1000,247,379,197,210,214,0,0.0013859272003173828
original,q8_gates1000_pt0.4_seeds1000,1000,242,425,180,194,201,0,0.0013828277587890625
original,q8_gates2000_pt0.0_seeds1000,2000,614,0,644,658,698,0,0.0022945404052734375
original,q8_gates2000_pt0.04_seeds1000,2000,587,81,622,640,657,0,0.0021867752075195312
original,q8_gates2000_pt0.08_seeds1000,2000,580,155,590,616,639,0,0.002709627151489258
original,q8_gates2000_pt0.12_seeds1000,2000,565,219,571,589,621,0,0.0023195743560791016
original,q8_gates2000_pt0.16_seeds1000,2000,555,313,546,549,592,0,0.002603769302368164
original,q8_gates2000_pt0.2_seeds1000,2000,541,392,519,531,558,0,0.0024499893188476562
original,q8_gates2000_pt0.24_seeds1000,2000,540,471,495,497,537,0,0.002679109573364258
original,q8_gates2000_pt0.28_seeds1000,2000,524,548,468,480,504,0,0.0029251575469970703
original,q8_gates2000_pt0.32_seeds1000,2000,506,662,433,439,466,0,0.0027916431427001953
original,q8_gates2000_pt0.36_seeds1000,2000,494,746,398,424,432,0,0.0031299591064453125
original,q8_gates2000_pt0.4_seeds1000,2000,478,841,373,383,403,0,0.003168344497680664
original,q8_gates5000_pt0.0_seeds1000,5000,1534,0,1642,1645,1713,0,0.005632162094116211
original,q8_gates5000_pt0.04_seeds1000,5000,1489,192,1578,1606,1624,0,0.005733013153076172
original,q8_gates5000_pt0.08_seeds1000,5000,1456,371,1494,1576,1559,0,0.005828142166137695
original,q8_gates5000_pt0.12_seeds1000,5000,1422,534,1433,1523,1510,0,0.02989959716796875
original,q8_gates5000_pt0.16_seeds1000,5000,1391,757,1380,1438,1425,0,0.005878925323486328
original,q8_gates5000_pt0.2_seeds1000,5000,1363,938,1314,1394,1354,0,0.007284402847290039
original,q8_gates5000_pt0.24_seeds1000,5000,1354,1137,1259,1310,1294,0,0.006774425506591797
original,q8_gates5000_pt0.28_seeds1000,5000,1315,1351,1186,1247,1216,0,0.006797075271606445
original,q8_gates5000_pt0.32_seeds1000,5000,1265,1607,1120,1138,1135,0,0.0071794986724853516
